Sentence,Word,POS,NER
61,recharge,NN,O
61,amount,NN,O
61,had,VBD,O
61,reduced,VBN,O
61,drastically,RB,O
61,.,.,O
62,The,DT,O
62,catchment,NN,O
62,area,NN,O
62,has,VBZ,O
62,dropped,VBN,O
62,by,IN,O
62,almost,RB,O
62,two,CD,O
62,third,JJ,O
62,",",",",O
62,from,IN,O
62,1,CD,O
62,.,.,O
63,63,CD,O
63,crore,NN,O
63,cubic,JJ,O
63,feet,NNS,O
63,in,IN,O
63,2001,CD,O
63,to,TO,O
63,60,CD,O
63,.,.,O
64,50,CD,O
64,lakh,JJ,O
64,cubic,JJ,O
64,feet,NNS,O
64,in,IN,O
64,2013,CD,O
64,.,.,O
65,The,DT,O
65,recharge,NN,O
65,quantity,NN,O
65,fell,VBD,O
65,from,IN,O
65,46,CD,O
65,.,.,O
66,24,CD,O
66,lakh,JJ,O
66,cubic,JJ,O
66,million,CD,O
66,litres,NNS,O
66,to,TO,O
66,10,CD,O
66,.,.,O
67,33,CD,O
67,lakh,JJ,O
67,cubic,JJ,O
67,million,CD,O
67,litres,VBZ,O
67,over,IN,O
67,the,DT,O
67,same,JJ,O
67,period,NN,O
67,.,.,O
68,Given,VBN,O
68,that,IN,O
68,the,DT,O
68,water,NN,O
68,table,NN,O
68,is,VBZ,O
68,in,IN,O
68,free,JJ,O
68,fall,NN,O
68,",",",",O
68,the,DT,O
68,outlook,NN,O
68,is,VBZ,O
68,particularly,RB,O
68,bleak,JJ,O
68,",",",",O
68,the,DT,O
68,researchers,NNS,O
68,said,VBD,O
68,.,.,O
69,The,DT,O
69,Pallikaranai,NNP,LOCATION
69,marshland,NN,LOCATION
69,is,VBZ,O
69,directly,RB,O
69,linked,VBN,O
69,to,TO,O
69,34,CD,O
69,wetlands,NNS,O
69,",",",",O
69,with,IN,O
69,the,DT,O
69,southernmost,NN,O
69,connected,VBN,O
69,to,TO,O
69,the,DT,O
69,marsh,NN,O
69,at,IN,O
69,Ottiyambakkam,NNP,LOCATION
69,near,IN,O
69,Selaiyur,NNP,LOCATION
69,.,.,O
70,Most,JJS,O
70,of,IN,O
70,the,DT,O
70,wetlands,NNS,O
70,connected,VBN,O
70,to,TO,O
70,the,DT,O
70,marshland,NN,O
70,have,VBP,O
70,shrunk,VBN,O
70,over,IN,O
70,the,DT,O
70,past,JJ,O
70,decade,NN,O
70,",",",",O
70,reducing,VBG,O
70,its,PRP$,O
70,sources,NNS,O
70,of,IN,O
70,water,NN,O
70,.,.,O
71,Construction,NN,O
71,of,IN,O
71,various,JJ,O
71,structures,NNS,O
71,on,IN,O
71,the,DT,O
71,marshland,NN,O
71,has,VBZ,O
71,also,RB,O
71,decreased,VBN,O
71,its,PRP$,O
71,water,NN,O
71,holding,VBG,O
71,capacity,NN,O
71,.,.,O
72,A,DT,O
72,reduction,NN,O
72,in,IN,O
72,water,NN,O
72,holding,VBG,O
72,capacity,NN,O
72,is,VBZ,O
72,",",",",O
72,in,IN,O
72,effect,NN,O
72,",",",",O
72,a,DT,O
72,reduction,NN,O
72,in,IN,O
72,rainwater,NN,O
72,catchment,NN,O
72,area,NN,O
72,.,.,O
73,This,DT,O
73,",",",",O
73,the,DT,O
73,researchers,NNS,O
73,postulate,VBP,O
73,",",",",O
73,led,VBD,O
73,to,TO,O
73,shrinkage,VB,O
73,in,IN,O
73,the,DT,O
73,marshland,NN,O
73,groundwater,NN,O
73,recharging,VBG,O
73,capacity,NN,O
73,.,.,O
74,The,DT,O
74,researchers,NNS,O
74,told,VBD,O
74,TOI,NNP,ORGANIZATION
74,that,IN,O
74,a,DT,O
74,reduced,JJ,O
74,groundwater,NN,O
74,recharging,VBG,O
74,capacity,NN,O
74,is,VBZ,O
74,not,RB,O
74,the,DT,O
74,only,JJ,O
74,concern,NN,O
74,.,.,O
75,Overdrawing,NN,O
75,of,IN,O
75,water,NN,O
75,by,IN,O
75,individuals,NNS,O
75,who,WP,O
75,have,VBP,O
75,sunk,VBN,O
75,unauthorised,JJ,O
75,borewells,NNS,O
75,in,IN,O
75,and,CC,O
75,around,IN,O
75,Pallikaranai,NNP,LOCATION
75,has,VBZ,O
75,also,RB,O
75,contributed,VBN,O
75,to,TO,O
75,depletion,NN,O
75,of,IN,O
75,groundwater,NN,O
75,.,.,O
76,The,DT,O
76,overdrawing,NN,O
76,is,VBZ,O
76,threatening,VBG,O
76,an,DT,O
76,already,RB,O
76,precarious,JJ,O
76,groundwater,NN,O
76,situation,NN,O
76,",",",",O
76,they,PRP,O
76,said,VBD,O
76,.,.,O
77,Pallikaranai,NNP,LOCATION
77,soil,NN,O
77,is,VBZ,O
77,characterised,VBN,O
77,by,IN,O
77,a,DT,O
77,first,JJ,O
77,layer,NN,O
77,up,RB,O
77,to,TO,O
77,2,CD,O
77,metres,NNS,O
77,deep,JJ,O
77,that,DT,O
77,is,VBZ,O
77,clayey,JJ,O
77,",",",",O
77,beneath,NN,O
77,which,WDT,O
77,is,VBZ,O
77,a,DT,O
77,second,JJ,O
77,layer,NN,O
77,of,IN,O
77,sandy,JJ,O
77,clay,NN,O
77,between,IN,O
77,2,CD,O
77,and,CC,O
77,8,CD,O
77,metres,NNS,O
77,deep,RB,O
77,.,.,O
78,Between,JJ,O
78,8,CD,O
78,and,CC,O
78,11,CD,O
78,metres,NNS,O
78,is,VBZ,O
78,a,DT,O
78,third,JJ,O
78,layer,NN,O
78,that,IN,O
78,of,IN,O
78,greenish,JJ,O
78,clay,NN,O
78,with,IN,O
78,orange,NN,O
78,streaks,NNS,O
78,.,.,O
79,A,DT,O
79,weathered,JJ,O
79,charnockite,NN,O
79,(,(,O
79,metamorphic,JJ,O
79,",",",",O
79,quartz,JJ,O
79,feldspar,NN,O
79,rock,NN,O
79,),),O
79,lies,VBZ,O
79,under,IN,O
79,this,DT,O
79,at,IN,O
79,a,DT,O
79,depth,NN,O
79,of,IN,O
79,11,CD,O
79,to,TO,O
79,13,CD,O
79,metres,NNS,O
79,.,.,O
80,Beneath,IN,O
80,this,DT,O
80,is,VBZ,O
80,bedrock,NN,O
80,.,.,O
81,The,DT,O
81,solution,NN,O
81,to,TO,O
81,recharge,VB,O
81,and,CC,O
81,protect,VB,O
81,the,DT,O
81,aquifer,NN,O
81,lies,VBZ,O
81,in,IN,O
81,reviving,VBG,O
81,the,DT,O
81,water,NN,O
81,bodies,NNS,O
81,that,WDT,O
81,helped,VBD,O
81,harvest,VB,O
81,rainwater,NN,O
81,",",",",O
81,the,DT,O
81,researchers,NNS,O
81,said,VBD,O
81,.,.,O
82,An,DT,O
82,effective,JJ,O
82,way,NN,O
82,to,TO,O
82,do,VB,O
82,this,DT,O
82,would,MD,O
82,be,VB,O
82,to,TO,O
82,protect,VB,O
82,wetlands,NNS,O
82,around,IN,O
82,the,DT,O
82,marsh,NN,O
82,by,IN,O
82,removing,VBG,O
82,encroachments,NNS,O
82,and,CC,O
82,though,IN,O
82,site,NN,O
82,specific,JJ,O
82,restoration,NN,O
82,projects,NNS,O
82,.,.,O
83,Regulating,VBG,O
83,illegal,JJ,O
83,commercial,JJ,O
83,groundwater,NN,O
83,extraction,NN,O
83,",",",",O
83,conducting,VBG,O
83,awareness,NN,O
83,programmes,NNS,O
83,for,IN,O
83,user,JJ,O
83,communities,NNS,O
83,for,IN,O
83,prudent,JJ,O
83,use,NN,O
83,of,IN,O
83,water,NN,O
83,and,CC,O
83,strict,JJ,O
83,patrolling,NN,O
83,and,CC,O
83,monitoring,NN,O
83,to,TO,O
83,ensure,VB,O
83,that,IN,O
83,wetlands,NNS,O
83,are,VBP,O
83,not,RB,O
83,polluted,VBN,O
83,by,IN,O
83,domestic,JJ,O
83,and,CC,O
83,industrial,JJ,O
83,sewage,NN,O
83,and,CC,O
83,solid,JJ,O
83,waste,NN,O
83,",",",",O
83,the,DT,O
83,researchers,NNS,O
83,said,VBD,O
83,.,.,O
84,BHUBANESWAR,NNP,LOCATION
84,:,:,O
84,The,DT,O
84,Centre,NNP,O
84,has,VBZ,O
84,agreed,VBN,O
84,to,TO,O
84,the,DT,O
84,state,NN,ORGANIZATION
84,government,NN,ORGANIZATION
84,'s,POS,O
84,proposal,NN,O
84,to,TO,O
84,hold,VB,O
84,a,DT,O
84,tripartite,JJ,O
84,meeting,NN,O
84,with,IN,O
84,the,DT,O
84,state,NN,O
84,and,CC,O
84,Posco,NNP,ORGANIZATION
84,representatives,NNS,O
84,on,IN,O
84,the,DT,O
84,future,NN,O
84,of,IN,O
84,the,DT,O
84,South,JJ,LOCATION
84,Korean,JJ,LOCATION
84,company,NN,O
84,'s,POS,O
84,propopsed,JJ,O
84,plant,NN,O
84,in,IN,O
84,Jagatsinghpur,NNP,LOCATION
84,district,NN,LOCATION
84,.,.,O
85,The,DT,O
85,meeting,NN,O
85,will,MD,O
85,be,VB,O
85,held,VBN,O
85,in,IN,O
85,New,NNP,LOCATION
85,Delhi,NNP,LOCATION
85,on,IN,O
85,August,NNP,O
85,25,CD,O
85,``,``,O
86,Posco,NNP,ORGANIZATION
86,has,VBZ,O
86,not,RB,O
86,responded,VBN,O
86,to,TO,O
86,repeated,VBN,O
86,requests,NNS,O
86,from,IN,O
86,the,DT,O
86,state,NN,O
86,to,TO,O
86,come,VB,O
86,clean,JJ,O
86,on,IN,O
86,its,PRP$,O
86,stand,NN,O
86,.,.,O
87,So,IN,O
87,we,PRP,O
87,requested,VBD,O
87,the,DT,O
87,Centre,NNP,O
87,to,TO,O
87,hold,VB,O
87,a,DT,O
87,meeting,NN,O
87,.,.,O
88,We,PRP,O
88,want,VBP,O
88,to,TO,O
88,know,VB,O
88,whether,IN,O
88,the,DT,O
88,steel,NN,O
88,giant,NN,O
88,wants,VBZ,O
88,to,TO,O
88,go,VB,O
88,ahead,RB,O
88,with,IN,O
88,its,PRP$,O
88,project,NN,O
88,",",",",O
88,'','',O
88,steel,NN,O
88,and,CC,O
88,mines,NNS,O
88,minister,NN,O
88,Prafulla,NNP,PERSON
88,Mallick,NNP,PERSON
88,said,VBD,O
88,.,.,O
89,Sources,NNS,O
89,said,VBD,O
89,Union,NNP,O
89,cabinet,NN,O
89,secretary,NN,O
89,Pradeep,NNP,PERSON
89,Kumar,NNP,PERSON
89,Sinha,NNP,PERSON
89,would,MD,O
89,chair,VB,O
89,the,DT,O
89,meeting,NN,O
89,which,WDT,O
89,would,MD,O
89,be,VB,O
89,attended,VBN,O
89,by,IN,O
89,chief,NN,O
89,secretary,NN,O
89,G,NNP,PERSON
89,C,NNP,PERSON
89,Pati,NNP,PERSON
89,and,CC,O
89,steel,NN,O
89,and,CC,O
89,mines,NNS,O
89,secretary,NN,O
89,R,NNP,PERSON
89,K,NNP,PERSON
89,Sharma,NNP,PERSON
89,.,.,O
90,There,EX,O
90,is,VBZ,O
90,no,DT,O
90,certainty,NN,O
90,about,IN,O
90,who,WP,O
90,will,MD,O
90,represent,VB,O
90,Posco,NNP,ORGANIZATION
90,in,IN,O
90,the,DT,O
90,meeting,NN,O
90,.,.,O
91,A,DT,O
91,Delhi,NNP,LOCATION
91,based,VBN,O
91,spokesperson,NN,O
91,of,IN,O
91,the,DT,O
91,company,NN,O
91,did,VBD,O
91,not,RB,O
91,respond,VB,O
91,to,TO,O
91,calls,NNS,O
91,and,CC,O
91,messages,NNS,O
91,from,IN,O
91,TOI,NNP,ORGANIZATION
91,.,.,O
92,Mallik,NNP,PERSON
92,said,VBD,O
92,if,IN,O
92,need,VBN,O
92,be,VB,O
92,the,DT,O
92,Centre,NNP,O
92,could,MD,O
92,ask,VB,O
92,a,DT,O
92,PSU,NNP,ORGANIZATION
92,to,TO,O
92,go,VB,O
92,into,IN,O
92,a,DT,O
92,joint,JJ,O
92,venture,NN,O
92,with,IN,O
92,the,DT,O
92,steel,NN,O
92,behemoth,NN,O
92,.,.,O
93,Coinciding,VBG,O
93,with,IN,O
93,this,DT,O
93,",",",",O
93,Union,NNP,O
93,steel,NN,O
93,and,CC,O
93,mines,NNS,O
93,minister,NN,O
93,Narendra,NNP,PERSON
93,Singh,NNP,PERSON
93,Tomar,NNP,PERSON
93,told,VBD,O
93,reporters,NNS,O
93,in,IN,O
93,New,NNP,LOCATION
93,Delhi,NNP,LOCATION
93,that,IN,O
93,Posco,NNP,ORGANIZATION
93,would,MD,O
93,have,VB,O
93,to,TO,O
93,bid,VB,O
93,for,IN,O
93,mines,NNS,O
93,for,IN,O
93,its,PRP$,O
93,proposed,VBN,O
93,Odisha,NNP,LOCATION
93,project,NN,O
93,according,VBG,O
93,to,TO,O
93,the,DT,O
93,Mines,NNP,O
93,and,CC,O
93,Minerals,NNP,O
93,(,(,O
93,Development,NNP,O
93,and,CC,O
93,Regulation,NNP,O
93,),),O
93,Amendment,NNP,O
93,Act,NNP,O
93,",",",",O
93,2015,CD,O
93,``,``,O
94,It,PRP,O
94,is,VBZ,O
94,not,RB,O
94,possible,JJ,O
94,for,IN,O
94,the,DT,O
94,government,NN,O
94,to,TO,O
94,make,VB,O
94,a,DT,O
94,special,JJ,O
94,allowance,NN,O
94,for,IN,O
94,Posco,NNP,ORGANIZATION
94,.,.,O
95,We,PRP,O
95,welcome,VBP,O
95,them,PRP,O
95,to,TO,O
95,join,VB,O
95,the,DT,O
95,auction,NN,O
95,",",",",O
95,'','',O
95,he,PRP,O
95,added,VBD,O
95,.,.,O
96,Reacting,VBG,O
96,to,TO,O
96,Tomar,NNP,PERSON
96,'s,POS,O
96,statement,NN,O
96,",",",",O
96,Mallick,NNP,PERSON
96,said,VBD,O
96,the,DT,O
96,Union,NNP,O
96,minister,NN,O
96,had,VBD,O
96,only,RB,O
96,expressed,VBN,O
96,what,WP,O
96,law,NN,O
96,stipulated.,NN,O
96,``,``,O
97,The,DT,O
97,minister,NN,O
97,is,VBZ,O
97,not,RB,O
97,expected,VBN,O
97,to,TO,O
97,go,VB,O
97,beyond,IN,O
97,law,NN,O
97,.,.,O
98,The,DT,O
98,state,NN,O
98,government,NN,O
98,",",",",O
98,too,RB,O
98,",",",",O
98,has,VBZ,O
98,listed,VBN,O
98,the,DT,O
98,Khandadhar,NNP,LOCATION
98,reserve,NN,LOCATION
98,(,(,O
98,which,WDT,O
98,was,VBD,O
98,recommended,VBN,O
98,for,IN,O
98,Posco,NNP,ORGANIZATION
98,),),O
98,for,IN,O
98,bidding,VBG,O
98,according,VBG,O
98,to,TO,O
98,the,DT,O
98,new,JJ,O
98,MMDR,NNP,O
98,Act,NNP,O
98,",",",",O
98,'','',O
98,he,PRP,O
98,added,VBD,O
98,.,.,O
99,BENGALURU,NNP,LOCATION
99,:,:,O
99,About,RB,O
99,1,CD,O
99,.,.,O
100,2,CD,O
100,lakh,JJ,O
100,autorickshaws,NN,O
100,will,MD,O
100,go,VB,O
100,off,RP,O
100,Bengaluru,NNP,LOCATION
100,roads,NNS,O
100,on,IN,O
100,Thursday,NNP,O
100,as,IN,O
100,transport,NN,O
100,unions,NNS,O
100,join,VBP,O
100,the,DT,O
100,All,NNP,ORGANIZATION
100,India,NNP,ORGANIZATION
100,Transport,NNP,ORGANIZATION
100,Congress,NNP,ORGANIZATION
100,strike,NN,O
100,against,IN,O
100,the,DT,O
100,Road,NNP,O
100,Transport,NNP,O
100,and,CC,O
100,Safety,NNP,O
100,Bill,NNP,O
100,.,.,O
101,You,PRP,O
101,neednt,VBP,O
101,worry,VBP,O
101,if,IN,O
101,you've,PRP,O
101,a,DT,O
101,flight,NN,O
101,to,TO,O
101,catch,VB,O
101,on,IN,O
101,the,DT,O
101,morrow,NN,O
101,.,.,O
102,All,DT,O
102,airport,NN,O
102,taxis,NN,O
102,Meru,NNP,ORGANIZATION
102,",",",",O
102,Mega,NNP,ORGANIZATION
102,and,CC,O
102,those,DT,O
102,run,VBN,O
102,by,IN,O
102,KSTDC,NNP,ORGANIZATION
102,will,MD,O
102,ply,VB,O
102,.,.,O
103,Private,JJ,O
103,cab,NN,O
103,aggregators,NNS,O
103,are,VBP,O
103,keeping,VBG,O
103,their,PRP$,O
103,fingers,NNS,O
103,crossed,VBN,O
103,as,IN,O
103,they,PRP,O
103,dont,VBP,O
103,know,VB,O
103,how,WRB,O
103,many,JJ,O
103,of,IN,O
103,their,PRP$,O
103,drivers,NNS,O
103,are,VBP,O
103,affiliated,VBN,O
103,to,TO,O
103,unions,NNS,O
103,.,.,O
104,Train,NN,O
104,and,CC,O
104,Metro,NNP,O
104,services,NNS,O
104,will,MD,O
104,function,VB,O
104,as,IN,O
104,usual,JJ,O
104,.,.,O
105,Adopting,VBG,O
105,a,DT,O
105,wait,NN,O
105,and,CC,O
105,watch,NN,O
105,policy,NN,O
105,",",",",O
105,the,DT,O
105,Bangalore,NNP,ORGANIZATION
105,Metropolitan,NNP,ORGANIZATION
105,Transport,NNP,ORGANIZATION
105,Corporation,NNP,ORGANIZATION
105,has,VBZ,O
105,asked,VBN,O
105,its,PRP$,O
105,crew,NN,O
105,to,TO,O
105,report,VB,O
105,to,TO,O
105,work,VB,O
105,",",",",O
105,but,CC,O
105,the,DT,O
105,unions,NNS,O
105,said,VBD,O
105,they,PRP,O
105,wont,VBP,O
105,.,.,O
106,Transport,NNP,O
106,minister,NN,O
106,R,NNP,PERSON
106,Ramalinga,NNP,PERSON
106,Reddy,NNP,PERSON
106,said,VBD,O
106,:,:,O
106,The,DT,O
106,BMTC,NNP,ORGANIZATION
106,and,CC,O
106,other,JJ,O
106,transport,NN,O
106,corporations,NNS,O
106,have,VBP,O
106,directed,VBN,O
106,their,PRP$,O
106,crew,NN,O
106,to,TO,O
106,turn,VB,O
106,up,RP,O
106,for,IN,O
106,work,NN,O
106,",",",",O
106,but,CC,O
106,I,PRP,O
106,cant,VBP,O
106,say,VBP,O
106,if,IN,O
106,they,PRP,O
106,will,MD,O
106,oblige,VB,O
106,the,DT,O
106,unions,NNS,O
106,call,NN,O
106,.,.,O
107,We've,NNP,O
107,written,VBN,O
107,to,TO,O
107,the,DT,O
107,Centre,NNP,O
107,to,TO,O
107,exempt,VB,O
107,the,DT,O
107,state,NN,O
107,road,NN,O
107,transport,NN,O
107,undertakings,NNS,O
107,from,IN,O
107,competing,VBG,O
107,with,IN,O
107,private,JJ,O
107,companies,NNS,O
107,.,.,O
108,Road,NNP,O
108,transport,NN,O
108,organisations,NNS,O
108,affiliated,VBD,O
108,to,TO,O
108,trade,VB,O
108,unions,NNS,O
108,AITUC,NNP,ORGANIZATION
108,",",",",O
108,INTUC,NNP,ORGANIZATION
108,and,CC,O
108,CITU,NNP,ORGANIZATION
108,have,VBP,O
108,called,VBN,O
108,the,DT,O
108,strike,NN,O
108,to,TO,O
108,protest,VB,O
108,the,DT,O
108,anti,NN,O
108,people,NNS,O
108,transport,VBP,O
108,bill,NN,O
108,.,.,O
109,The,DT,O
109,unions,NNS,O
109,alleged,VBD,O
109,the,DT,O
109,bill,NN,O
109,takes,VBZ,O
109,transport,VB,O
109,away,RB,O
109,from,IN,O
109,the,DT,O
109,jurisdiction,NN,O
109,of,IN,O
109,state,NN,O
109,governments,NNS,O
109,.,.,O
110,They,PRP,O
110,contended,VBD,O
110,that,IN,O
110,the,DT,O
110,bill,NN,O
110,aims,VBZ,O
110,to,TO,O
110,privatise,VB,O
110,public,JJ,O
110,transport,NN,O
110,in,IN,O
110,a,DT,O
110,move,NN,O
110,that,WDT,O
110,threatens,VBZ,O
110,to,TO,O
110,destroy,VB,O
110,state,NN,O
110,transport,NN,O
110,undertakings,NNS,O
110,",",",",O
110,which,WDT,O
110,employ,VBP,O
110,over,IN,O
110,a,DT,O
110,million,CD,O
110,people,NNS,O
110,and,CC,O
110,ferry,VBP,O
110,"3,000",CD,O
110,crore,NN,O
110,people,NNS,O
110,a,DT,O
110,year,NN,O
110,.,.,O
111,John,NNP,PERSON
111,DSouza,NNP,PERSON
111,",",",",O
111,a,DT,O
111,member,NN,O
111,of,IN,O
111,the,DT,O
111,United,NNP,ORGANIZATION
111,Employees,NNP,ORGANIZATION
111,Union,NNP,ORGANIZATION
111,of,IN,ORGANIZATION
111,KSRTC,NNP,ORGANIZATION
111,",",",",O
111,said,VBD,O
111,:,:,O
111,Were,NNP,O
111,expecting,VBG,O
111,about,RB,O
111,1,CD,O
111,.,.,O
112,2,CD,O
112,lakh,JJ,O
112,employees,NNS,O
112,of,IN,O
112,all,DT,O
112,four,CD,O
112,corporations,NNS,O
112,BMTC,NNP,ORGANIZATION
112,",",",",O
112,KSRTC,NNP,ORGANIZATION
112,and,CC,O
112,its,PRP$,O
112,northeast,NN,O
112,and,CC,O
112,northwest,RB,O
112,arms,NNS,O
112,to,TO,O
112,join,VB,O
112,the,DT,O
112,strike,NN,O
112,on,IN,O
112,Thursday,NNP,O
112,.,.,O
113,This,DT,O
113,means,VBZ,O
113,only,RB,O
113,a,DT,O
113,few,JJ,O
113,BMTC,NNP,ORGANIZATION
113,buses,NNS,O
113,may,MD,O
113,run,VB,O
113,.,.,O
114,Cab,NNP,O
114,aggregators,NNS,O
114,like,IN,O
114,TaxiForSure,NNP,ORGANIZATION
114,",",",",O
114,Ola,NNP,ORGANIZATION
114,and,CC,O
114,Uber,NNP,ORGANIZATION
114,are,VBP,O
114,not,RB,O
114,certain,JJ,O
114,about,IN,O
114,the,DT,O
114,fleet,NN,O
114,strength,NN,O
114,that,WDT,O
114,will,MD,O
114,be,VB,O
114,on,IN,O
114,the,DT,O
114,road,NN,O
114,.,.,O
115,A,DT,O
115,TaxiForSure,NNP,ORGANIZATION
115,spokesperson,NN,O
115,said,VBD,O
115,",",",",O
115,We,PRP,O
115,will,MD,O
115,operate,VB,O
115,",",",",O
115,but,CC,O
115,service,NN,O
115,depends,VBZ,O
115,on,IN,O
115,driver,NN,O
115,attendance,NN,O
115,and,CC,O
115,how,WRB,O
115,the,DT,O
115,strike,NN,O
115,pans,VBZ,O
115,out,RP,O
115,in,IN,O
115,the,DT,O
115,city,NN,O
115,.,.,O
116,The,DT,O
116,strike,NN,O
116,has,VBZ,O
116,already,RB,O
116,had,VBD,O
116,its,PRP$,O
116,impact,NN,O
116,on,IN,O
116,students,NNS,O
116,as,IN,O
116,the,DT,O
116,Common,NNP,O
116,Entrance,NNP,O
116,Test,NNP,O
116,and,CC,O
116,the,DT,O
116,Rajiv,NNP,ORGANIZATION
116,Gandhi,NNP,ORGANIZATION
116,University,NNP,ORGANIZATION
116,of,IN,ORGANIZATION
116,Health,NNP,ORGANIZATION
116,Sciences,NNPS,ORGANIZATION
116,exams,NNS,O
116,have,VBP,O
116,been,VBN,O
116,rescheduled,VBN,O
116,.,.,O
117,For,IN,O
117,multinational,JJ,O
117,corporations,NNS,O
117,and,CC,O
117,other,JJ,O
117,companies,NNS,O
117,",",",",O
117,it,PRP,O
117,is,VBZ,O
117,likely,JJ,O
117,to,TO,O
117,be,VB,O
117,business,NN,O
117,as,RB,O
117,usual,JJ,O
117,as,IN,O
117,their,PRP$,O
117,transport,NN,O
117,facilities,NNS,O
117,will,MD,O
117,operate,VB,O
117,.,.,O
118,But,CC,O
118,employees,NNS,O
118,who,WP,O
118,use,VBP,O
118,public,JJ,O
118,transport,NN,O
118,have,VBP,O
118,been,VBN,O
118,advised,VBN,O
118,to,TO,O
118,work,VB,O
118,from,IN,O
118,home,NN,O
118,.,.,O
119,Weve,NNP,O
119,arranged,VBD,O
119,private,JJ,O
119,transport,NN,O
119,and,CC,O
119,changed,VBD,O
119,timings,NNS,O
119,",",",",O
119,an,DT,O
119,Infosys,NNP,ORGANIZATION
119,spokesperson,NN,O
119,said,VBD,O
119,.,.,O
120,Mindtree,NNP,ORGANIZATION
120,",",",",O
120,too,RB,O
120,",",",",O
120,has,VBZ,O
120,made,VBN,O
120,similar,JJ,O
120,arrangements,NNS,O
120,to,TO,O
120,see,VB,O
120,that,IN,O
120,workflow,JJ,O
120,isnt,NN,O
120,affected,VBD,O
120,.,.,O
121,Wipro,NNP,ORGANIZATION
121,expects,VBZ,O
121,business,NN,O
121,operations,NNS,O
121,to,TO,O
121,continue,VB,O
121,as,IN,O
121,its,PRP$,O
121,fleet,NN,O
121,of,IN,O
121,buses,NNS,O
121,will,MD,O
121,operate,VB,O
121,as,IN,O
121,usual,JJ,O
121,",",",",O
121,a,DT,O
121,Wipro,NNP,ORGANIZATION
121,spokesperson,NN,O
121,said,VBD,O
121,.,.,O
122,Many,JJ,O
122,tech,JJ,O
122,professionals,NNS,O
122,were,VBD,O
122,given,VBN,O
122,an,DT,O
122,option,NN,O
122,to,TO,O
122,work,VB,O
122,from,IN,O
122,home,NN,O
122,.,.,O
123,Tina,NNP,PERSON
123,Patnaik,NNP,PERSON
123,",",",",O
123,who,WP,O
123,works,VBZ,O
123,for,IN,O
123,an,DT,O
123,MNC,NNP,O
123,in,IN,O
123,southeast,NN,LOCATION
123,Bengaluru,NNP,LOCATION
123,",",",",O
123,said,VBD,O
123,",",",",O
123,My,NNP,O
123,company,NN,O
123,promised,VBD,O
123,us,PRP,O
123,cab,NN,O
123,and,CC,O
123,bus,NN,O
123,services,NNS,O
123,",",",",O
123,and,CC,O
123,also,RB,O
123,gave,VBD,O
123,us,PRP,O
123,the,DT,O
123,work,NN,O
123,from,IN,O
123,home,NN,O
123,option,NN,O
123,.,.,O
124,I,PRP,O
124,plan,VBP,O
124,to,TO,O
124,work,VB,O
124,out,IN,O
124,of,IN,O
124,home,NN,O
124,in,IN,O
124,case,NN,O
124,there,EX,O
124,are,VBP,O
124,rallies,NNS,O
124,or,CC,O
124,protests,NNS,O
124,on,IN,O
124,the,DT,O
124,roads,NNS,O
124,.,.,O
125,NAGPUR,NNP,LOCATION
125,:,:,O
125,A,DT,O
125,blackbuck,NN,O
125,was,VBD,O
125,killed,VBN,O
125,in,IN,O
125,a,DT,O
125,road,NN,O
125,hit,NN,O
125,near,IN,O
125,Hudkeshwar,NNP,LOCATION
125,Pipla,NNP,LOCATION
125,village,NN,LOCATION
125,while,IN,O
125,crossing,VBG,O
125,the,DT,O
125,Outer,NNP,LOCATION
125,Ring,NNP,LOCATION
125,Road,NNP,LOCATION
125,on,IN,O
125,Thursday,NNP,O
125,morning,NN,O
125,.,.,O
126,Blackbuck,NNP,O
126,is,VBZ,O
126,a,DT,O
126,protected,JJ,O
126,species,NNS,O
126,under,IN,O
126,schedule,NN,O
126,I,PRP,O
126,category,NN,O
126,of,IN,O
126,Wildlife,NNP,O
126,Protection,NNP,O
126,Act,NNP,O
126,1972,CD,O
126,.,.,O
127,On,IN,O
127,Thursday,NNP,O
127,",",",",O
127,an,DT,O
127,unidentified,JJ,O
127,speeding,NN,O
127,vehicle,NN,O
127,suddenly,RB,O
127,hit,VBD,O
127,the,DT,O
127,blackbuck,NN,O
127,while,IN,O
127,it,PRP,O
127,was,VBD,O
127,crossing,VBG,O
127,the,DT,O
127,road,NN,O
127,.,.,O
128,The,DT,O
128,herbivore,NN,O
128,died,VBD,O
128,on,IN,O
128,spot,NN,O
128,after,IN,O
128,receiving,VBG,O
128,severe,JJ,O
128,injuries,NNS,O
128,and,CC,O
128,losing,VBG,O
128,its,PRP$,O
128,left,JJ,O
128,horn,NN,O
128,.,.,O
129,A,DT,O
129,team,NN,O
129,of,IN,O
129,forest,NN,O
129,officials,NNS,O
129,led,VBN,O
129,by,IN,O
129,range,NN,O
129,forest,JJ,O
129,officer,NN,O
129,(,(,O
129,RFO,NNP,O
129,),),O
129,Gajanan,NNP,PERSON
129,Dawre,NNP,PERSON
129,reached,VBD,O
129,the,DT,O
129,spot,NN,O
129,and,CC,O
129,conducted,JJ,O
129,panchnama,NN,O
129,.,.,O
130,The,DT,O
130,carcass,NN,O
130,was,VBD,O
130,sent,VBN,O
130,for,IN,O
130,post,NN,O
130,mortem,NN,O
130,.,.,O
131,This,DT,O
131,is,VBZ,O
131,not,RB,O
131,the,DT,O
